"set_num","name","year","theme_id"
"66332-1","Duplo Super Pack 3 in 1",2009,650
"6743-1","Street Speeder",2009,672
"6751-1","Fiery Legend",2009,672
"6754-1","Family Home",2009,672
"7097-1","Trolls' Mountain Fortress",2009,193
"7197-1","Venice Canal Chase",2009,266
"7614-1","Elephant Bucket",2009,505
"7618-1","Fun Zoo",2009,505
"7632-1","Crawler Crane",2009,56
"7635-1","4WD with Horse Trailer",2009,57
"7638-1","Tow Truck",2009,63
"7642-1","Garage",2009,63
"7683-1","Fight on the Flying Wing",2009,267
"7687-1","Advent Calendar 2009 City",2009,208
"7687-12","Advent Calendar 2009 City (Day 11) ATV",2009,220
"7687-15","Advent Calendar 2009 City (Day 14) Coffee Stand",2009,220
"7687-18","Advent Calendar 2009 City (Day 17) Wheelbarrow and Snowballs",2009,220
"7687-20","Advent Calendar 2009 City (Day 19) Child and RC Car",2009,220
"7687-23","Advent Calendar 2009 City (Day 22) Chainsaw Sawhorse and Log",2009,220
"7687-3","Advent Calendar 2009 City (Day  2) Snowman",2009,220
"7687-6","Advent Calendar 2009 City (Day  5) Skate Stand",2009,220
"7687-9","Advent Calendar 2009 City (Day  8) Road Barrier",2009,220
"7748-1","Corporate Alliance Tank Droid",2009,165
"7752-1","Count Dooku's Solar Sailer",2009,165
"7778-1","Midi-Scale Millennium Falcon",2009,169
"7802-1","Black Racer Polybag",2009,120
"7805-1","Shark",2009,22
"8015-1","Assassin Droids Battle Pack",2009,165
"8018-1","Armored Assault Tank (AAT)",2009,165
"8036-1","Separatist Shuttle",2009,165
"8039-1","Venator-Class Republic Attack Cruiser",2009,165
"8120-1","Rally Sprinter",2009,120
"8123-1","Ferrari F1 Racers",2009,112
"8126-1","Desert Challenge",2009,120
"8163-1","Blue Sprinter",2009,116
"8166-1","Wing Jumper",2009,116
"8169-1","Lamborghini Gallardo LP 560-4",2009,115
"8184-1","Twin X-treme RC",2009,117
"8256-1","Go-Kart",2009,12
"8260-1","Tractor",2009,7
"8263-1","Snow Groomer",2009,15
"8396-1","Soldier's Arsenal",2009,153
"8399-1","K-9 Bot",2009,141
"8402-1","Sports Car",2009,63
"852227-1","Pirate Playing Cards",2009,501
"852535-1","Vintage Minifigure Collection Vol. 2",2009,535
"852548-1","R7-A7 Key Chain",2009,503
"852551-1","Magnet Set Darth Maul 2009",2009,501
"852555-1","Magnet Set CW Yoda 2009",2009,501
"852701-1","Battle Pack Troll Warriors",2009,193
"852713-1","SpongeBob Magnet Set",2009,501
"852741-1","Build your own Holiday Countdown Candle",2009,227
"852750-1","Pirates Tic Tac Toe",2009,502
"8547-1","Mindstorms NXT 2.0",2009,259
"8709-1","Underground Mining Station",2009,439
"8869-1","Power Functions Control Switch",2009,438
"8878-1","Rechargeable Battery Box",2009,438
"8907-1","Rock Hacker",2009,439
"8957-1","Mine Mech",2009,439
"8960-1","Thunder Driller",2009,439
"8963-1","Rock Wrecker",2009,439
"8968-1","River Heist",2009,302
"8971-1","Aerial Defense Unit",2009,302
"8974-1","Tarduk",2009,325
"8977-1","Zesk",2009,325
"8980-1","Gresh",2009,331
"8983-1","Vorox",2009,331
"8986-1","Vastus",2009,332
"8989-1","Mata Nui",2009,332
"8992-1","Cendox V1",2009,327
"8995-1","Thornatus V9",2009,327
"9077-1","Brick Runner Set",2009,516
"9331-1","BuildToExpress Set",2009,507
"9583-1","WeDo Robotics Motion Sensor",2009,521
"9686-1","Simple and Motorized Mechanisms Base Set",2009,507
"9692-1","Tech Machines Set",2009,516
"9780756659844-1","DK Ultimate Sticker Collection-Minifigure",2009,497
"991451-1","Tracks",2009,525
"Annapolis-1","LEGO Store Grand Opening Exclusive Set, Westfield Annapolis, Annapolis, MD",2009,408
"Birmingham-1","LEGO Store Grand Opening Exclusive Set, Riverchase Galleria, Birmingham, AL",2009,408
"comcon004-1","Collectible Display Set 1 - San Diego Comic-Con 2009 Exclusive",2009,165
"comcon007-1","Collectible Display Set 5 - San Diego Comic-Con 2009 Exclusive",2009,169
"comcon010-1","Mini Republic Dropship Mini AT-TE Brickmaster Pack - San Diego Comic-Con 2009 Exclusive",2009,161
"Dallas-1","LEGO Store Grand Opening Exclusive Set, NorthPark Center, Dallas, TX",2009,408
"Frankfurt-1","LEGO Store Grand Opening Exclusive Set, MyZeil, Frankfurt, Germany",2009,408
"GMRacer3-1","General Mills Race Car 3",2009,598
"Hanover-1","LEGO Store Grand Opening Exclusive Set, Arundel Mills, Hanover, MD",2009,408
"K5974-1","Space Police Collection",2009,141
"K8107-1","Golden City Collection",2009,389
"K8978-1","Bionicle Glatorian Collection",2009,331
"LIT2009-1","Ole Kirk's House",2009,599
"lwp02-1","LEGO World Zwolle Puzzle Promo 2009",2009,301
"McDR4-1","LegoMcDonald's Racers Car 4 - Sportpfeil (EU)",2009,112
"MFCN-2","Chinese Minifig Collection Volume 2",2009,535
"MMMB003-1","Heart",2009,409
"MMMB006-1","House",2009,409
"MMMB009-1","Sailing Boat",2009,409
"MMMB013-1","LEGO Book and Pencil Set",2009,409
"MMMB017-1","Wreath",2009,409
"OklahomaCity-1","LEGO Store Grand Opening Exclusive Set, Penn Square Mall, Oklahoma City, OK",2009,408
"Raleigh-1","LEGO Store Grand Opening Exclusive Set, Crabtree Valley Mall, Raleigh, NC",2009,408
"W991526-1","Homeschool Introduction to Simple and Motorized Mechanisms Pack",2009,529
"10210-1","Imperial Flagship",2010,153
"10213-1","Shuttle Adventure",2010,276
"10215-1","Obi-Wan's Jedi Starfighter",2010,175
"2000413-1","Connections Kit",2010,432
"20014-1","4 x 4 Dynamo",2010,22
"20017-1","Dagger Trap",2010,271
"21006-1","The White House",2010,252
"258175-3","Play and Build Remote for Nintendo Wii - Orange",2010,501
"2824-10","Advent Calendar 2010 City (Day 9) Toy Airplane",2010,220
"2824-13","Advent Calendar 2010 City (Day 12) Sled with Wood and Axe",2010,220
"2824-16","Advent Calendar 2010 City (Day 15) Table with Chairs and Lamp",2010,220
"2824-19","Advent Calendar 2010 City (Day 18) Santa Claus (almost Naked) with Brush",2010,220
"2824-21","Advent Calendar 2010 City (Day 20) Toy Bulldozer",2010,220
"2824-24","Advent Calendar 2010 City (Day 23) Christmas Tree",2010,220
"2824-4","Advent Calendar 2010 City (Day 3) Skateboard with Ramp and Railing",2010,220
"2824-7","Advent Calendar 2010 City (Day 6) Girl with Cat",2010,220
"2853835-1","White Boba Fett Figure",2010,158
"2855044-1","Magnet Set, Minifigure Cavalry Colonel",2010,501
"2856081-1","LEGO® Star Wars™ Darth Vader Minifigure Clock",2010,501
"30012-1","Mini Airplane",2010,53
"30021-1","Parrot",2010,23
"30032-1","World Race Buggy",2010,123
"30035-1","Racing Car",2010,120
"30042-1","Mini Sub",2010,315
"30060-1","Farm Set - Farmer",2010,632
"30060-4","Farm Set - Horse",2010,632
"30062-1","Target Practice",2010,196
"30063-3","Vet - Boy",2010,632
"30070-1","Alien Space Ship",2010,275
"30073-1","Buzz's Mini Ship",2010,275
"3179-1","Repair Truck",2010,63
"3181-2","Passenger Plane - ANA Version",2010,53
"3222-1","Helicopter and Limousine",2010,53
"3846-1","UFO Attack",2010,502
"3849-1","Orient Bazaar",2010,502
"3862-1","Hogwarts",2010,502
"40005-1","Bunny",2010,229
"40010-1","Santa with Sleigh",2010,227
"40013-1","Halloween Ghost",2010,230
"4591715-1","Golden Die [TRU Exclusive]",2010,502
"4613985-1","Build a Bullseye Target Gift Card Promotional",2010,227
"4738-1","Hagrid's Hut (3rd edition)",2010,246
"4842-1","Hogwarts Castle [Fourth Edition]",2010,246
"5506-1","Large Brick Box",2010,505
"5509-1","Basic Bricks",2010,505
"5529-1","Basic Bricks",2010,37
"5549-1","Building Fun",2010,37
"5643-1","Little Piggy",2010,632
"5646-1","Farm Nursery",2010,632
"5649-1","Big Farm",2010,632
"5652-1","Road Construction",2010,632
"5655-1","Caravan",2010,632
"5658-1","Pizza Planet Truck",2010,633
"5813-1","Lightning McQueen",2010,506
"5816-1","Mack's Road Trip",2010,506
"5866-1","Rotor Rescue",2010,672
"5891-1","Apple Tree House",2010,672
"5898-1","Car Building Set",2010,37
"5982-1","Smash 'n' Grab",2010,141
"5985-1","Space Police Central",2010,141
"66341-1","Star Wars Super Pack 3 in 1 (8014 8015 8091)",2010,165
"66345-1","City Super Pack 4 in 1 (3177 7241 7634 7638)",2010,52
"66359-1","Technic Super Pack 4 in 1 (8049 8259 8260 8293)",2010,1
"66363-1","City Super Pack 4 in 1 (7235 7236 7245 7741)",2010,61
"66366-1","Star Wars Super Pack  3 in 1 (8089 8083 7749)",2010,169
"66373-1","Fun Favor Pack",2010,22
"7116-1","Tahu",2010,345
"7136-1","Skrall",2010,345
"7145-1","Von Nebula",2010,403
"7156-1","Corroder",2010,403
"7160-1","Drop Ship",2010,402
"7165-1","Natalie Breez",2010,401
"7169-1","Mark Surge",2010,401
"7206-1","Fire Helicopter",2010,58
"7213-1","Off-Road Fire Truck & Fireboat",2010,58
"7569-1","Desert Attack",2010,271
"7572-1","Quest Against Time",2010,271
"7591-1","Construct-a-Zurg",2010,275
"7594-1","Woody's Roundup!",2010,275
"7597-1","Western Train Chase",2010,275
"7684-1","Pig Farm & Tractor",2010,57
"7848-1","Toys 'R' Us Truck",2010,63
"7938-1","Passenger Train",2010,240
"7947-1","Prison Tower Rescue",2010,196
"7950-1","Knight's Showdown",2010,196
"7955-1","Wizard",2010,196
"7970-1","Hero",2010,116
"8043-1","Motorized Excavator",2010,7
"8047-1","Compact Excavator",2010,7
"8051-1","Motorbike",2010,13
"8056-1","Monster Crab Clash",2010,315
"8059-1","Seabed Scavenger",2010,315
"8072-1","Sea Jet",2010,315
"8076-1","Deep Sea Striker",2010,315
"8079-1","Shadow Snapper",2010,315
"8084-1","Snowtrooper Battle Pack",2010,169
"8087-1","TIE Defender",2010,170
"8091-1","Republic Swamp Speeder",2010,165
"8095-1","General Grievous' Starfighter",2010,165
"8098-1","Clone Turbo Tank",2010,165
"8129-1","AT-AT Walker",2010,169
"8190-1","Claw Catcher",2010,439
"8193-1","Blue Bullet",2010,120
"8196-1","Chopper Jump",2010,120
"8199-1","Security Smash",2010,120
"8403-1","City House",2010,50
"8410-1","Swampfire",2010,270
"8518-1","Jet Ray",2010,270
"852771-1","Minifigure Ice Cube Tray",2010,501
"852786-1","Rose",2010,206
"852837-1","C-3PO Key Chain",2010,503
"852842-1","Biker Scout Key Chain",2010,503
"852845-1","Star Wars Magnet Set",2010,501
"852858-1","Foldable red shopping bag",2010,501
"852922-1","Battle Pack Dragon Knights",2010,196
"852948-1","Female Minifigure Magnet Set",2010,501
"852979-1","Albus Dumbledore Key Chain",2010,503
"852982-1","Harry Potter Magnet Set",2010,501
"852986-1","Crocodile Key Chain",2010,503
"852996-1","Lego Club Max",2010,535
"853037-1","Star Wars Magnet Set",2010,501
"8683-10","Super Wrestler - Complete Set",2010,536
"8683-13","Spaceman - Complete Set",2010,536
"8683-16","Cowboy - Complete Set",2010,536
"8683-2","Cheerleader - Complete Set",2010,536
"8683-5","Zombie - Complete Set",2010,536
"8683-8","Demolition Dummy - Complete Set",2010,536
"8684-1","Mariachi / Maraca Man - Complete Set",2010,537
"8684-12","Skier - Complete Set",2010,537
"8684-15","Surfer - Complete Set",2010,537
"8684-18","Minifigure Series 2 (Box of 60)",2010,537
"8684-4","Witch - Complete Set",2010,537
"8684-7","Explorer - Complete Set",2010,537
"8785452-1","MUJI Transparent Set",2010,301
"8785490-1","MUJI Animals Set",2010,301
"8864-1","Desert of Destruction",2010,123
"8898-1","Wreckage Road",2010,123
"9091-1","Playhouse Set",2010,516
"9311-1","City Buildings Set",2010,533
"9334-1","Animals",2010,507
"9385-1","Sceneries Set",2010,22
"9668-1","Energy Display",2010,532
"9688-1","Renewable Energy Add-On Set",2010,532
"9695-1","Mindstorms Education Resource Set",2010,259
"Austin-1","LEGO Store Grand Opening Exclusive Set, Barton Creek Square, Austin, TX",2010,408
"D100340-1","LogIT Sensor Adapter",2010,259
"Glendale-1","LEGO Store Grand Opening Exclusive Set, Arrowhead Towne Center, Glendale AZ",2010,408
"lfv1-1","Le Fleuriste Collector Vase - Rapid Flore Pop Color",2010,301
"LLCA52-1","Sand Castle - Ambassador Class 2010 (LLCA Ambassador Pass Exclusive)",2010,425
"Minneapolis-2","LEGO Store Grand Re-opening Exclusive Set, Mall of America, Bloomington, MN",2010,408
"MS1032-1","Infrared Receiver Sensor for Mindstorms NXT",2010,259
"Nuremberg-1","LEGO Store Grand Opening Exclusive Set, Nuremberg (NÃ¼rnberg), Germany",2010,408
"0756682762-1","Ninjago Brickmaster",2011,497
"10219-1","Maersk Container Train",2011,240
"10222-1","Winter Village Post Office",2011,227
"11995-1","Hero Recon Team",2011,400
"14201220-1","Ninjago: The Chosen Four",2011,497
"20019-1","Slave I",2011,163
"2011-2","Lego Duck",2011,301
"20202-1","MBA Level One - Kit 3, Robot Designer",2011,432
"2065-1","Furno 2.0",2011,401
"21000-2","Willis Tower",2011,252
"21010-1","Robie House",2011,252
"2111-1","Kai",2011,435
"2114-1","Chopov",2011,435
"21200-1","Life of George",2011,502
"2143-1","Rocka 3.0",2011,401
"2170-1","Cole DX",2011,435
"2173-1","Nuckal",2011,435
"2182-1","Bulk 3.0",2011,401
"2192-1","Drilldozer",2011,403
"2231-1","Waspix",2011,403
"2235-1","Fire Lord",2011,403
"2255-1","Sensei Wu",2011,435
"2258-1","Ninja Ambush",2011,435
"2263-1","Turbo Shredder",2011,435
"2504-1","Spinjitzu Dojo",2011,435
"2507-1","Fire Temple",2011,435
"2516-1","Ninja Training Outpost",2011,435
"2520-1","Battle Arena",2011,435
"2850828-1","Darth Vader Watch",2011,501
"2852725-1","Infrared Seeker",2011,259
"2853662-1","LEGO Minifigure Key Light",2011,503
"2855113-1","Star Wars: Brickmaster",2011,497
"2856089-1","Hero Factory 2.0 Collection",2011,401
"2856134-1","Ninjago Card Shrine",2011,435
"2856217-1","LEGO Star Wars III: The Clone Wars",2011,501
"2856225-1","Magnet Set, Minifig Retro Classic Knight - with 2 x 4 Brick Base (Bricktober Week 3)",2011,501
"2856453-1","LEGO Brand Pirates of the Caribbean Video Game - PS3",2011,501
"30016-1","Small Satellite",2011,52
"30024-1","Truck",2011,22
"30027-1","Reindeer",2011,22
"30036-1","Buggy Racer",2011,120
"30054-1","AT-ST - Mini",2011,163
"30081-1","Skeleton Chopper",2011,435
"30084-1","Ninjago Promotional Set",2011,435
"30110-1","Trolley",2011,246
"30121-1","Grem",2011,269
"30132-1","Voodoo Jack",2011,263
"30141-1","ADU Jetpack",2011,127
"3300005-1","LEGO Store Grand Opening Exclusive Set, Copenhagen (KÃ¸benhavn), Denmark",2011,408
"330081-1","Play and Build Kit for Nintendo DS - Star Wars",2011,501
"3367-1","Space Shuttle",2011,52
"3658-1","Police Helicopter",2011,61
"3815-1","Heroic Heroes of the Deep",2011,272
"3853-1","Banana Balance",2011,502
"3856-1","Ninjago",2011,502
"3859-1","Caverns of Nathuz",2011,502
"4000001-1","Moulding Machines",2011,599
"40016-1","Valentine Letter Set",2011,232
"40019-1","Brickley",2011,22
"40022-1","Mini Santa Set",2011,227
"40028-1","Mini Hogwarts Express",2011,246
"4183-1","The Mill",2011,263
"4192-1","Fountain of Youth",2011,263
"4195-1","Queen Anne's Revenge",2011,263
"4642-1","Fishing Boat",2011,59
"4645-1","Harbor",2011,59
"4649858-1","Shadow ARF Trooper Promotional Polybag",2011,165
"4660865-1","Target Lego Gift Card 2011 3 in 1 Set",2011,227
"4867-1","Hogwarts",2011,246
"5000067-1","Star Wars Sith Kit",2011,158
"5000214-1","Star Wars: Character Encyclopedia",2011,497
"5410-1","Emma",2011,451
"5680-1","Police Truck",2011,632
"5683-1","Market Place",2011,632
"5695-1","Doctor's Clinic",2011,632
"5749-1","Creative Building Kit",2011,37
"5763-1","Dune Hopper",2011,672
"5766-1","Log Cabin",2011,672
"5771-1","Hillside House",2011,672
"5795-1","Big City Hospital",2011,632
"5819-1","Tokyo Racing",2011,506
"5839-1","World Grand Prix",2011,506
"5931-1","My First Duplo Set",2011,505
"5945-1","Winnie the Pooh's Picnic",2011,635
"6051-1","Play with Letters",2011,504
"6130-1","Duplo Build and Play",2011,504
"6137-1","My First Supermarket",2011,632
"66375-1","City Super Pack 4 in 1",2011,61
"66379-1","Co-Pack Bricks & More",2011,505
"66386-1","Cars 2 Super Pack 3 in 1",2011,269
"66389-1","City Super Pack 5 in 1",2011,61
"66395-1","Star Wars Super Pack 3 in 1",2011,158
"66404-1","Hero Factory Super Pack 2 in 1 (2065, 2067)",2011,401
"6918-1","Blacksmith Attack",2011,196
"7051-1","Tripod Invader",2011,127
"7066-1","Earth Defense HQ",2011,127
"7188-1","King's Carriage Ambush",2011,196
"7285-1","Police Dog Unit",2011,61
"7288-1","Mobile Police Unit",2011,61
"7307-1","Flying Mummy Attack",2011,437
"7327-1","Scorpion Pyramid",2011,437
"752437B-1","Minifigure Display Case Large Blue",2011,501
"752437W-1","Minifigure Display Case Large Whit<U+FEFF><U+FEFF>e",2011,501
"7553-10","Advent Calendar 2011 City (Day  9) Ice Fisherman",2011,220
"7553-13","Advent Calendar 2011 City (Day 12) Wall with Small Window",2011,220
"7553-16","Advent Calendar 2011 City (Day 15) Police Car Base",2011,220
"7553-19","Advent Calendar 2011 City (Day 18) Robber with Crowbar",2011,220
"7553-21","Advent Calendar 2011 City (Day 20) Orange Snowmobile",2011,220
"7553-24","Advent Calendar 2011 City (Day 23) Dog with Bone",2011,220
"7553-4","Advent Calendar 2011 City (Day  3) Police Officer with Handcuffs",2011,220
"7553-7","Advent Calendar 2011 City (Day  6) Christmas Tree",2011,220
"7696-1","Commuter Jet",2011,53
"7877-1","Naboo Starfighter",2011,166
"7914-1","Mandalorian Battle Pack",2011,165
"7930-1","Bounty Hunter Gunship",2011,165
"7957-1","Sith Nightspeeder",2011,165
"7958-11","Advent Calendar 2011 Star Wars (Day 10) - Imperial Shuttle",2011,225
"7958-14","Advent Calendar 2011 Star Wars (Day 13) - R2-Q5",2011,225
"7958-17","Advent Calendar 2011 Star Wars (Day 16) - Clone Pilot",2011,225
"7958-2","Advent Calendar 2011 Star Wars (Day  1) - Republic Cruiser",2011,225
"7958-22","Advent Calendar 2011 Star Wars (Day 21) - Millennium Falcon",2011,225
"7958-25","Advent Calendar 2011 Star Wars (Day 24) - Santa Yoda",2011,225
"7958-5","Advent Calendar 2011 Star Wars (Day 4) - Separatist Spider Droid",2011,225
"7958-8","Advent Calendar 2011 Star Wars (Day  7) - Tool Depot",2011,225
"7961-1","Darth Maul's Sith Infiltrator",2011,166
"7965-1","Millennium Falcon",2011,169
"7978-1","Angler Attack",2011,315
"8065-1","Mini Container Truck",2011,7
"8068-1","Rescue Helicopter",2011,6
"8071-1","Lift Truck",2011,5
"8109-1","Flatbed Truck",2011,5
"8201-1","Radiator Springs Classic Mater",2011,269
"8227-1","Dragon Dueller",2011,116
"8301-1","Urban Enforcer",2011,120
"8304-1","Smokin' Slickster",2011,120
"8426-1","Escape at Sea",2011,269
"8487-1","Flo's V8 Café",2011,269
"853092-1","City Burglars Magnet Set",2011,501
"853130-1","Star Wars Magnet Set",2011,501
"853148-1","LEGO Classic Logo Magnet",2011,501
"853187-1","Captain Jack Sparrow Key Chain",2011,501
"853219-1","Pirates of the Caribbean Battle Pack",2011,263
"853305-1","Copenhagen Key Chain",2011,501
"853317-1","I (love) NY Figure Magnet",2011,501
"853345-1","Holiday Ornament with Gold Bricks",2011,227
"853353-1","Holiday Scene Magnet",2011,501
"8639-1","Big Bentley Bust Out",2011,269
"8679-1","Tokyo International Circuit",2011,269
"880031-1","Play and Build Kit for Nintendo DS - Pirates of the Caribbean",2011,501
"8803-1","Fisherman - Complete Set",2011,538
"8803-12","Gorilla Suit Guy - Complete Set",2011,538
"8803-15","Rapper - Complete Set",2011,538
"8803-18","Minifigure Series 3 (Box of 60)",2011,538
"8803-4","Samurai Warrior - Complete Set",2011,538
"8803-7","Sumo Wrestler - Complete Set",2011,538
"8804-0","Minifigure Series 4 [Random Bag]",2011,539
"8804-11","Soccer Player - Complete Set",2011,539
"8804-14","Artist - Complete Set",2011,539
"8804-17","Collectable Minifigures - LEGO Minifigures Series 4 - Complete",2011,539
"8804-3","Musketeer - Complete Set",2011,539
"8804-6","Viking - Complete Set",2011,539
"8804-9","Street Skater - Complete Set",2011,539
"8805-10","Fitness Instructor - Complete Set",2011,540
"8805-13","Boxer - Complete Set",2011,540
"8805-16","Snowboarder Guy - Complete Set",2011,540
"8805-2","Gladiator - Complete Set",2011,540
"8805-5","Cave Woman - Complete Set",2011,540
"8805-8","Lumberjack - Complete Set",2011,540
"9337-1","Harbor Set",2011,533
"9349-1","Fairytale and Historic Minifigures",2011,507
"9697-1","FIRST LEGO League Challenge 2011 - Food Factor",2011,398
"9781409310365-1","City: Space Mission",2011,497
"comcon014-1","Super Heroes Unite - Batman - San Diego Comic-Con 2011 Exclusive",2011,484
"comcon017-1","Super Heroes Unite - Superman - New York Comic-Con 2011 Exclusive",2011,489
"e1a1401-1","MUJI Basic Set",2011,301
"e1a1404-1","MUJI Christmas Set",2011,301
"LBCITYSPACE-1","City: Space Mission - Activity Book",2011,497
"LoneTree-1","LEGO Store Grand Opening Exclusive Set, Vistas Court, Lone Tree, CO",2011,408
"Pleasanton-1","LEGO Store Grand Opening Exclusive Set Stoneridge Mall Pleasanton CA",2011,408
"Sunrise-1","LEGO Store Grand Opening Exclusive Set, Sawgrass Mills, Sunrise, FL",2011,408
"Toronto-2","LEGO Store Grand Opening Exclusive Set, Fairview Mall, Toronto, ON, Canada",2011,408
"10223-1","Kingdoms Joust",2012,196
"10226-1","Sopwith Camel",2012,276
"10229-1","Winter Village Cottage",2012,227
"10531-1","Mickey Mouse and Friends",2012,641
"14122020-1","Ninjago: Official Guide",2012,497
"19801974-1","Ninjago: Ninja vs. Venomari",2012,497
"2000418-1","Workshop Kit for Simple Machines",2012,507
"20206-1","MBA Level Three - Kit 7, The Lost Village",2012,432
"21012-1","Sydney Opera House",2012,252
"21016-1","Sungnyemun",2012,252
"21201-1","Life of George II",2012,502
"30019-1","Fire Helicopter",2012,58
"30058-1","STAP",2012,158
"30064-2","Zoo - Zookeeper",2012,632
"30085-1","Jumping Snakes",2012,435
"30088-1","Rattla",2012,435
"30102-1","Desk",2012,494
"30150-1","Race Car",2012,63
"30160-1","Bat Jetski",2012,484
"30163-1","Thor and the Cosmic Cube",2012,487
"30170-1","Ganrash",2012,502
"30182-1","Santa",2012,228
"30192-1","Ferrari F40",2012,114
"30195-1","FXX",2012,114
"30201-1","Ghost",2012,558
"30212-1","Mirkwood Elf Guard",2012,563
"3063-1","Heartlake Flying Club",2012,494
"3183-1","Stephanie’s Cool Convertible",2012,494
"3186-1","Emma's  Horse Trailer",2012,494
"3189-1","Heartlake Stables",2012,494
"3315-1","Olivia’s House",2012,494
"3818-1","Bikini Bottom Undersea Party",2012,272
"3865-1","City Alarm",2012,502
"3920-1","The Hobbit",2012,502
"3932-1","Andrea’s Stage",2012,494
"3935-1","Stephanie’s Pet Patrol",2012,494
"3938-1","Andrea's Bunny House",2012,494
"4000004-1","Systematic Creativity Toolbox",2012,301
"4000007-1","Ole Kirk's House (LEGO Employee Christmas Gift Version)",2012,599
"40026-1","Statue of Liberty",2012,408
"40031-1","Bunny and Chick",2012,229
"40034-1","Christmas Train",2012,227
"40037-1","Hockey Player",2012,409
"40040-1","Monthly Mini Model Build July 2012 - Olympic Flame",2012,409
"40043-1","Duck",2012,409
"40047-1","Monthly Mini Model Build September 2012 - Owl",2012,409
"40076-1","Zombie Car",2012,558
"4202-1","Mining Truck",2012,52
"4205-1","Off Road Command Center",2012,61
"4208-1","4 x 4 Fire Truck",2012,58
"4428-1","Advent Calendar 2012, City",2012,208
"4428-12","Advent Calendar 2012, City (Day 11) Firefighter's ATV without Wheels",2012,217
"4428-15","Advent Calendar 2012, City (Day 14) Box with Burning Logs",2012,217
"4428-18","Advent Calendar 2012, City (Day 17) Catapult",2012,217
"4428-20","Advent Calendar 2012, City (Day 19) Firefighter with Cup",2012,217
"4428-23","Advent Calendar 2012, City (Day 22) Santa's Sled",2012,217
"4428-3","Advent Calendar 2012, City (Day 2) Chainsaw with Logs",2012,217
"4428-6","Advent Calendar 2012, City (Day 5) Wall with Fireman Equipment",2012,217
"4428-9","Advent Calendar 2012, City (Day 8) Wall with Ski Equipment",2012,217
"4431-1","Ambulance",2012,60
"4434-1","Tipper Truck",2012,56
"4437-1","Police Pursuit",2012,61
"4440-1","Forest Police Station",2012,61
"4473-1","Police Helicopter",2012,61
"4528-1","Green Lantern",2012,492
"4597-1","Captain America",2012,492
"4625-1","Pink Brick Box",2012,37
"4628-1","Fun with Bricks",2012,22
"4631-1","My First Build",2012,504
"4636-1","Police Building Set",2012,22
"4659602-1","Display Stand",2012,494
"5000022-1","Hulk",2012,487
"5000062-1","Darth Maul",2012,178
"5000245-1","Stephanie",2012,494
"5000437-1","Vintage Minifigure Collection Vol. 1 - 2012 Edition",2012,535
"5000440-1","Vintage Minifigure Collection Vol. 4 - 2012 Edition",2012,535
"5000646-1","City poster",2012,501
"5001125-1","Sort & Store Minifigure Head (Standard Smile Pattern)",2012,501
"5001133-1","Monster Fighters Collection",2012,558
"5001137-1","Battle Pack Collection",2012,158
"5001252-1","2013 Calendar",2012,501
"5001307-1","Buildable Galaxy Collection II",2012,177
"5001357-1","Ninjago Kendo Cole Kids' Watch",2012,501
"5001377-1","Lunch Box",2012,501
"5001383-1","4-stud Blue Storage Brick",2012,501
"5001386-1","8-stud Blue Storage Brick",2012,501
"5002887-2","The LEGO Book, Expanded and Fully Revised",2012,497
"5882-1","Ambush Attack",2012,481
"5885-1","Triceratops Trapper",2012,481
"5888-1","Ocean Interceptor",2012,481
"6006139-1","Best Friends Promotional Brick Set",2012,494
"6133-1","Race Day",2012,506
"6143-1","Race Team",2012,504
"6151-1","Sleeping Beauty's Chamber",2012,640
"6154-1","Cinderella's Castle",2012,640
"6158-1","Animal Clinic",2012,632
"6171-1","My First Gas Station",2012,504
"6200-2","Evo",2012,401
"6203-1","Black Phantom",2012,403
"6218-1","Splitface",2012,403
"6223-1","Bulk",2012,401
"6229-1","XT4",2012,403
"6282-1","Stringer",2012,401
"630-3","Brick Separator Orange",2012,443
"66410-1","Ninjago Super Pack 3 in 1 (9440, 9441, 9444)",2012,435
"66414-1","Hero Factory Super Pack 2 in 1 (2143, 2145)",2012,401
"66428-1","City Super Pack 4 in 1 (4436, 7235, 7279, 7498)",2012,61
"66431-1","Star Wars Super Pack 3 in 1 (7914, 9488, 9491)",2012,158
"66434-1","Friends Super Pack 3 in 1 (3187, 3934, 3935)",2012,494
"66437-1","Hero Factory Super Pack 2 in 1 (6216, 6293)",2012,400
"66452-1","Hero Factory Super Pack 2 in 1 (6282, 6283)",2012,400
"6760-1","Read & Build Let's Go Vroom",2012,504
"6857-1","The Dynamic Duo Funhouse Escape",2012,484
"6862-2","Superman vs Power Armour Lex",2012,489
"6865-1","Captain America's Avenging Cycle",2012,487
"6868-1","Hulk’s Helicarrier Breakout",2012,487
"6910-1","Mini Sports Car",2012,672
"6913-1","Blue Roadster",2012,672
"7292-1","Propeller Adventures",2012,672
"7347-1","Highway Pickup",2012,672
"79002-1","Attack of the Wargs",2012,563
"79010-1","The Goblin King Battle",2012,563
"850425-1","Business Card Holder",2012,501
"850446-1","Darth Maul Key Chain",2012,503
"850457-1","I Love LEGOLAND Magnet [Male]",2012,501
"850487-1","Halloween Accessory Set",2012,558
"850503-1","Christmas Tree Ornament",2012,227
"850513-1","I Love Malaysia Magnet [Male]",2012,501
"853373-1","Kingdoms Chess Set",2012,502
